LocationID,Location,2099,Percent,CumPercent
356,India,1522468.414,0.1362483095375224,0.1362483095375224
156,China,1025679.938,0.09178985678388646,0.22803816632140886
566,Nigeria,788106.542,0.0705290061163544,0.29856717243776326
840,United States of America,446784.43200000003,0.039983505094695594,0.3385506775324589
180,Democratic Republic of the Congo,376574.633,0.03370030976613935,0.37225098729859823
586,Pakistan,352340.88899999997,0.03153159045255425,0.4037825777511525
360,Indonesia,306825.175,0.027458311143198844,0.43124088889435136
834,United Republic of Tanzania,300831.773,0.02692195131900166,0.458162840213353
231,Ethiopia,249454.608,0.022324120706746765,0.4804869609200998
800,Uganda,212189.629,0.018989213823285292,0.49947617474338507
818,Egypt,198458.20899999997,0.017760365496879402,0.5172365402402644
76,Brazil,191411.294,0.01712972498744378,0.5343662652277082
562,Niger,189803.421,0.01698583367502866,0.551352098902737
50,Bangladesh,174558.03699999998,0.015621498113679935,0.5669735970164169
608,Philippines,173149.07,0.015495407240346289,0.5824690042567632
24,Angola,171081.104,0.015310341416260776,0.5977793456730239
368,Iraq,154332.081,0.01381144262192751,0.6115907882949514
484,Mexico,152142.826,0.013615522437210582,0.6252063107321619
404,Kenya,141753.991,0.012685807775285092,0.637892118507447
729,Sudan,137791.396,0.012331188352532432,0.6502233068599794
508,Mozambique,134002.393,0.011992103975585483,0.6622154108355649
643,Russian Federation,124109.84800000001,0.011106803156941458,0.6733222139925064
704,Viet Nam,107854.349,0.00965207067180572,0.6829742846643121
384,Côte d'Ivoire,102642.899,0.009185689073205723,0.6921599737375178
450,Madagascar,97334.05900000001,0.00871059187647322,0.7008705656139911
894,Zambia,93345.07699999999,0.008353611035834508,0.7092241766498256
120,Cameroon,91019.17,0.008145461629267253,0.7173696382790928
792,Turkey,86136.45300000001,0.007708498910643574,0.7250781371897365
392,Japan,84807.399,0.007589559588737823,0.7326676967784743
466,Mali,82710.868,0.007401937433810797,0.7400696342122851
854,Burkina Faso,81169.984,0.007264041081897768,0.7473336752941829
826,United Kingdom,80915.58,0.007241274031612294,0.7545749493257953
706,Somalia,78232.788,0.00700118637430554,0.7615761357001009
710,South Africa,76602.773,0.0068553135363349236,0.7684314492364358
288,Ghana,76475.504,0.006843924015247275,0.775275373251683
454,Malawi,75278.782,0.006736827310982669,0.7820122005626657
250,France,74198.87400000001,0.006640184491924456,0.7886523850545902
364,Iran (Islamic Republic of),72882.793,0.006522406146038554,0.7951747912006288
276,Germany,71127.058,0.006365282409646962,0.8015400736102758
4,Afghanistan,70604.652,0.0063185314007342345,0.80785860501101
686,Senegal,64308.734000000004,0.0057550989008552204,0.8136137039118653
12,Algeria,62623.54,0.0056042879995377125,0.819217991911403
148,Chad,61319.629,0.005487598767824443,0.8247055906792274
32,Argentina,57825.825999999994,0.0051749323451717325,0.8298805230243992
104,Myanmar,54940.855,0.004916751342400024,0.8347972743667992
108,Burundi,54016.905999999995,0.004834065561735358,0.8396313399285346
887,Yemen,53689.710999999996,0.004804784320016848,0.8444361242485514
124,Canada,51532.102999999996,0.004611696279607338,0.8490478205281587
324,Guinea,48027.664000000004,0.004298078023072944,0.8533458985512317
380,Italy,47896.799000000006,0.004286366689777837,0.8576322652410096
764,Thailand,47806.874,0.004278319147298468,0.861910584388308
170,Colombia,45061.774000000005,0.004032655440207956,0.865943239828516
682,Saudi Arabia,44149.619000000006,0.0039510251248310495,0.869894264953347
204,Benin,44019.833,0.0039394103530965225,0.8738336753064435
504,Morocco,43983.706,0.003936177285905506,0.877769852592349
728,South Sudan,42576.185999999994,0.003810215907083591,0.8815800684994326
458,Malaysia,41883.864,0.003748258823909821,0.8853283273233424
862,Venezuela (Bolivarian Republic of),41753.393,0.003736582750350458,0.8890649100736929
36,Australia,41719.156,0.00373351882250096,0.8927984288961939
604,Peru,40911.854,0.003661271981926269,0.8964597008781201
716,Zimbabwe,40642.628,0.003637178485439747,0.9000968793635599
410,Republic of Korea,38824.974,0.003474513511541566,0.9035713928751015
860,Uzbekistan,38270.744,0.00342491451828785,0.9069963073933893
760,Syrian Arab Republic,38247.683,0.003422850749846185,0.9104191581432355
724,Spain,36481.117999999995,0.00326475781818018,0.9136839159614156
320,Guatemala,32051.97,0.002868385767277653,0.9165523017286933
524,Nepal,29552.411,0.002644695945401782,0.919196997674095
804,Ukraine,28287.549,0.002531501275671018,0.921728498949766
646,Rwanda,28193.996,0.002523129057249307,0.9242516280070153
398,Kazakhstan,25746.85,0.00230412976463639,0.9265557577716517
768,Togo,25125.363999999998,0.002248511916592656,0.9288042696882444
218,Ecuador,24370.671000000002,0.0021809731456570764,0.9309852428339015
408,Dem. People's Republic of Korea,23655.802000000003,0.0021169982927831967,0.9331022411266847
178,Congo,23367.025,0.0020911551437749723,0.9351933962704597
116,Cambodia,22804.616,0.002040824197783545,0.9372342204682432
616,Poland,21383.199,0.0019136191525970397,0.9391478396208403
598,Papua New Guinea,18918.517,0.0016930505332683238,0.9408408901541085
762,Tajikistan,18900.788,0.001691463934651513,0.94253235408876
152,Chile,18813.252,0.0016836301878794919,0.9442159842766396
68,Bolivia (Plurinational State of),17965.819,0.0016077919552865685,0.9458237762319261
430,Liberia,17683.119,0.0015824926474309392,0.9474062688793571
400,Jordan,17323.206000000002,0.0015502834157781517,0.9489565522951352
376,Israel,17075.416,0.0015281082636962756,0.9504846605588315
158,"China, Taiwan Province of China",16944.933999999997,0.0015164312057280467,0.9520010917645596
528,Netherlands,16500.797,0.0014766846238636123,0.9534777763884232
694,Sierra Leone,16497.057,0.0014763499248491802,0.9549541263132724
478,Mauritania,15424.969,0.001380406931002962,0.9563345332442753
144,Sri Lanka,15157.406,0.0013564622592386335,0.957690995503514
275,State of Palestine,15058.831,0.001347640613423746,0.9590386361169377
784,United Arab Emirates,14781.591999999999,0.001322830019824217,0.960361466136762
232,Eritrea,14727.455,0.00131798520684445,0.9616794513436064
140,Central African Republic,14004.126,0.001253253254060918,0.9629327045976673
340,Honduras,13481.723,0.0012065025136233367,0.9641392071112906
752,Sweden,13385.966,0.0011979330554615698,0.9653371401667522
788,Tunisia,13353.493999999999,0.0011950270804892034,0.9665321672472414
56,Belgium,13013.559,0.0011646057143204615,0.9676967729615619
332,Haiti,12896.568000000001,0.0011541359890804973,0.9688509089506424
214,Dominican Republic,12171.577,0.0010892553010664876,0.9699401642517089
642,Romania,12140.024,0.001086431568980288,0.9710265958206892
756,Switzerland,10475.374,0.000937459185457567,0.9719640550061467
31,Azerbaijan,9591.438,0.0008583542367887539,0.9728224092429354
203,Czechia,8903.25,0.0007967671123651608,0.9736191763553006
417,Kyrgyzstan,8862.952,0.0007931607752305086,0.9744123371305311
600,Paraguay,8645.583,0.0007737080506133517,0.9751860451811445
795,Turkmenistan,8336.968,0.000746089564961194,0.9759321347461056
344,"China, Hong Kong SAR",8286.344000000001,0.000741559136376534,0.9766736938824822
418,Lao People's Democratic Republic,8244.886999999999,0.0007378490783440937,0.9774115429608262
40,Austria,8194.942,0.0007333794146339791,0.9781449223754602
192,Cuba,8155.5419999999995,0.0007298534410594768,0.9788747758165197
578,Norway,8097.19,0.00072463142050061,0.9795994072370203
112,Belarus,7616.19,0.0006815859055428539,0.9802809931425632
434,Libya,7457.085,0.0006673473262136361,0.9809483404687769
300,Greece,7455.49,0.0006672045869280692,0.9816155450557049
270,Gambia,7160.206999999999,0.0006407792048214765,0.9822563242605264
558,Nicaragua,7087.182,0.0006342440723271103,0.9828905683328536
208,Denmark,6809.146,0.0006093621538306557,0.9834999304866843
620,Portugal,6635.534000000001,0.0005938253181906433,0.9840937558048749
512,Oman,6597.38,0.0005904108512931418,0.9846841666561681
591,Panama,6543.808000000001,0.0005856166011323998,0.9852697832573005
348,Hungary,6412.459,0.0005738619538471891,0.9858436452111478
372,Ireland,6384.956999999999,0.0005714007526988144,0.9864150459638465
414,Kuwait,6229.001,0.0005574439827804115,0.986972489946627
246,Finland,6136.42,0.000549158750305767,0.9875216486969328
554,New Zealand,6130.549,0.0005486333444464801,0.9880702820413793
624,Guinea-Bissau,5872.0109999999995,0.0005254963354108286,0.9885957783767901
516,Namibia,5827.42,0.0005215058103433,0.9891172841871334
688,Serbia,5493.635,0.0004916348182223548,0.9896089190053557
702,Singapore,5458.718000000001,0.0004885100360065961,0.9900974290413623
222,El Salvador,5449.384,0.0004876747203379563,0.9905851037617003
188,Costa Rica,5048.491,0.00045179811820082586,0.9910369018799011
266,Gabon,4984.3240000000005,0.0004460557033187171,0.9914829575832198
226,Equatorial Guinea,4719.218,0.00042233091269836177,0.9919052884959182
496,Mongolia,4541.128,0.0004063933331581813,0.9923116818290764
422,Lebanon,4371.094,0.00039117669887475697,0.9927028585279511
634,Qatar,3978.446,0.00035603795592853443,0.9930588964838797
426,Lesotho,3905.03,0.0003494678321735685,0.9934083643160533
100,Bulgaria,3869.301,0.0003462703826851576,0.9937546346987385
703,Slovakia,3848.052,0.0003443687732312337,0.9940990034719697
626,Timor-Leste,3833.2470000000003,0.00034304384838934273,0.994442047320359
72,Botswana,3778.587,0.000338152231242584,0.9947801995516016
858,Uruguay,3241.2540000000004,0.0002900653794987254,0.9950702649311003
268,Georgia,2554.381,0.00022859593668047418,0.9952988608677807
191,Croatia,2530.795,0.00022648518508838763,0.9955253460528691
748,Swaziland,2459.175,0.00022007578845372133,0.9957454218413229
48,Bahrain,2257.565,0.0002020333637746502,0.9959474552050975
70,Bosnia and Herzegovina,2228.038,0.0001993909419032205,0.9961468461470008
174,Comoros,2154.425,0.00019280318828038208,0.9963396493352812
630,Puerto Rico,2055.535,0.0001839533525752417,0.9965236026878564
498,Republic of Moldova,1968.582,0.00017617177947311746,0.9966997744673296
440,Lithuania,1910.256,0.00017095208569884286,0.9968707265530284
51,Armenia,1862.546,0.0001666824359719519,0.9970374089890004
8,Albania,1673.241,0.00014974120684704955,0.9971871501958475
705,Slovenia,1664.2060000000001,0.00014893264920122146,0.9973360828450487
807,TFYR Macedonia,1473.6589999999999,0.00013188027136617868,0.9974679631164148
388,Jamaica,1458.789,0.0001305495295628069,0.9975985126459777
90,Solomon Islands,1454.276,0.00013014565345261076,0.9977286582994302
196,Cyprus,1325.754,0.0001186439992459564,0.9978473022986762
732,Western Sahara,1285.1,0.00011500580306073266,0.997962308101737
262,Djibouti,1267.674,0.00011344632043359367,0.9980757544221707
428,Latvia,1154.2930000000001,0.00010329966028510022,0.9981790540824558
446,"China, Macao SAR",1048.569,9.38382381990424e-05,0.9982728923206549
442,Luxembourg,1001.716,8.964528287198263e-05,0.9983625376035269
780,Trinidad and Tobago,987.7330000000001,8.839392021989469e-05,0.9984509315237468
638,Réunion,940.947,8.420696083774587e-05,0.9985351384845845
480,Mauritius,936.3389999999999,8.379458301461626e-05,0.9986189330675992
233,Estonia,894.2180000000001,8.002510248335713e-05,0.9986989581700826
254,French Guiana,869.209,7.778700418069907e-05,0.9987767451742633
64,Bhutan,861.845,7.712798719078449e-05,0.9988538731614541
242,Fiji,850.827,7.61419674739351e-05,0.9989300151289281
175,Mayotte,741.845,6.638898138011768e-05,0.9989964041103082
132,Cabo Verde,716.658,6.41349535521738e-05,0.9990605390638604
84,Belize,688.1419999999999,6.158300780469901e-05,0.9991221220716651
548,Vanuatu,672.789,6.020904150293928e-05,0.999182331113168
678,Sao Tome and Principe,604.3969999999999,5.4088524124579906e-05,0.9992364196372926
328,Guyana,593.4209999999999,5.310626305976425e-05,0.9992895259003524
740,Suriname,578.685,5.178751314621436e-05,0.9993413134134985
462,Maldives,498.566,4.461752642500758e-05,0.9993859309399236
96,Brunei Darussalam,488.135,4.368403834491537e-05,0.9994296149782684
44,Bahamas,468.288,4.190789627554617e-05,0.999471522874544
499,Montenegro,451.404,4.039691815798535e-05,0.9995119197927019
540,New Caledonia,438.278,3.9222249905728576e-05,0.9995511420426076
352,Iceland,383.224,3.429537302322482e-05,0.9995854374156309
470,Malta,353.061,3.1596034420998624e-05,0.9996170334500519
312,Guadeloupe,342.8,3.067775993247153e-05,0.9996477112099844
258,French Polynesia,293.113,2.6231185084849844e-05,0.9996739423950692
474,Martinique,282.954,2.532203875126181e-05,0.9996992644338205
882,Samoa,268.431,2.4022350573025858e-05,0.9997232867843935
52,Barbados,255.58,2.2872292542418533e-05,0.9997461590769359
296,Kiribati,242.423,2.1694850046994006e-05,0.9997678539269829
531,Curaçao,188.511,1.687017270312176e-05,0.999784724099686
316,Guam,177.405,1.5876277715344548e-05,0.9998006003774014
776,Tonga,158.234,1.4160632045375437e-05,0.9998147610094468
662,Saint Lucia,129.025,1.1546668539344046e-05,0.9998263076779861
28,Antigua and Barbuda,123.205,1.1025826757526704e-05,0.9998373335047436
583,Micronesia (Fed. States of),111.302,9.960606872823646e-06,0.9998472941116164
833,Isle of Man,104.655,9.365755442627793e-06,0.9998566598670591
136,Cayman Islands,98.711,8.833816688139431e-06,0.9998654936837472
533,Aruba,96.43299999999999,8.629954561166939e-06,0.9998741236383084
690,Seychelles,80.65100000000001,7.217596313634077e-06,0.999881341234622
670,Saint Vincent and the Grenadines,77.997,6.980085301788161e-06,0.9998883213199238
584,Marshall Islands,72.087,6.451189265612821e-06,0.9998947725091893
308,Grenada,71.062,6.359460257646708e-06,0.999901131969447
20,Andorra,63.266999999999996,5.66187233852881e-06,0.9999067938417855
534,Sint Maarten (Dutch part),62.599,5.602091872849431e-06,0.9999123959336583
492,Monaco,59.818999999999996,5.353304904902316e-06,0.9999177492385632
212,Dominica,57.306000000000004,5.128412224883937e-06,0.9999228776507881
234,Faeroe Islands,57.226000000000006,5.121252887676825e-06,0.9999279989036758
850,United States Virgin Islands,56.422,5.049301548745357e-06,0.9999330482052246
659,Saint Kitts and Nevis,55.531000000000006,4.969564430601157e-06,0.9999380177696552
796,Turks and Caicos Islands,52.445,4.693392997836841e-06,0.999942711162653
438,Liechtenstein,46.028999999999996,4.119214153826522e-06,0.9999468303768068
304,Greenland,44.20399999999999,3.955891773789298e-06,0.9999507862685806
60,Bermuda,41.52,3.715696010490717e-06,0.9999545019645911
16,American Samoa,40.714,3.6435656881290715e-06,0.9999581455302793
292,Gibraltar,37.279,3.336161646798734e-06,0.9999614816919261
580,Northern Mariana Islands,36.052,3.226355312384666e-06,0.9999647080472385
92,British Virgin Islands,35.443000000000005,3.171854857895532e-06,0.9999678799020963
674,San Marino,32.238,2.885033911035639e-06,0.9999707649360073
585,Palau,28.663,2.565101029592857e-06,0.9999733300370369
798,Tuvalu,17.553,1.570848074955288e-06,0.9999749008851119
184,Cook Islands,15.693,1.4043934848899522e-06,0.9999763052785967
660,Anguilla,12.574000000000002,1.1252688255277042e-06,0.9999774305474223
876,Wallis and Futuna Islands,9.4,8.41222121835567e-07,0.9999782717695441
520,Nauru,9.363,8.37910928377278e-07,0.9999791096804725
666,Saint Pierre and Miquelon,7.111000000000001,6.363755859970975e-07,0.9999797460560585
500,Montserrat,4.6930000000000005,4.1998461891216126e-07,0.9999801660406774
654,Saint Helena,3.531,3.1599524597887096e-07,0.9999804820359234
238,Falkland Islands (Malvinas),2.5839999999999996,2.31246591789692e-07,0.9999807132825151
570,Niue,1.745,1.5616304283011324e-07,0.999980869445558
772,Tokelau,1.508,1.3495350635404626e-07,0.9999810043990643
336,Holy See,0.8,7.159337207111208e-08,0.9999810759924365
